               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 116,            0.069318,            0.012498,           0.0070756,             0.88013,             0.51188,             0.56578,             0.24296,            0.061567,            0.010958,           0.0025489,           0.0071127,           0.0071127,           0.0071127
                 117,             0.07071,            0.012478,           0.0073549,             0.85262,             0.50914,             0.54316,             0.23926,             0.06363,            0.011009,           0.0023182,           0.0070686,           0.0070686,           0.0070686
                 118,            0.072483,            0.012685,             0.00708,             0.88075,             0.49633,             0.54519,             0.22854,            0.062542,            0.010743,            0.002389,           0.0070243,           0.0070243,           0.0070243
                 119,            0.070536,            0.012652,           0.0064257,             0.89013,              0.4977,             0.55958,             0.24057,            0.062501,            0.010848,           0.0022671,           0.0069799,           0.0069799,           0.0069799
                 120,            0.069155,            0.012149,           0.0067435,             0.87672,               0.485,              0.5617,             0.23674,            0.064329,            0.010838,           0.0022747,           0.0069353,           0.0069353,           0.0069353
                 121,            0.071555,            0.012823,           0.0073184,             0.85891,             0.49576,             0.54502,             0.22851,            0.062805,            0.011129,           0.0026655,           0.0068906,           0.0068906,           0.0068906
                 122,            0.070643,            0.012408,           0.0076481,             0.87983,             0.48395,             0.54705,             0.21553,            0.062475,            0.011048,            0.002745,           0.0068457,           0.0068457,           0.0068457
                 123,            0.072833,            0.012479,           0.0079739,             0.90431,             0.48936,             0.55411,             0.23039,            0.063084,            0.011128,           0.0027242,           0.0068006,           0.0068006,           0.0068006
                 124,            0.070244,            0.012242,           0.0075393,             0.85071,             0.50405,             0.55166,             0.24174,            0.061373,            0.011045,           0.0025615,           0.0067555,           0.0067555,           0.0067555
                 125,            0.072781,            0.013522,           0.0076344,             0.88112,             0.48507,             0.53328,              0.2149,             0.06527,            0.011174,           0.0029026,           0.0067101,           0.0067101,           0.0067101
